Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
Fox News,-0.089,Thu Apr 26 19:20:03 +0000 2018,192,0.868,0.083,0.049,106,"""We are very disappointed by the verdict. We don't think Mr. Cosby's guilty of anything, and the fight is not over.… https://t.co/bzXFeyf8TD",@FoxNews
Fox News,-0.096,Thu Apr 26 19:10:31 +0000 2018,170,0.867,0.085,0.048,89,Montgomery County prosecutors hold a news conference after Bill Cosby was found guilty of sexual assault.… https://t.co/Z1djuQB6xQ,@FoxNews
Fox News,-0.094,Thu Apr 26 19:06:46 +0000 2018,158,0.87,0.083,0.047,64,".@kimguilfoyle: ""Expect that [Bill Cosby] will in fact appeal this case."" https://t.co/jn84ydmy9k https://t.co/TaNkkpoFX3",@FoxNews
Fox News,-0.09,Thu Apr 26 19:00:03 +0000 2018,236,0.871,0.081,0.048,114,TONIGHT: Don't miss @BretBaier's interview with former FBI Director James @Comey on #SpecialReport at 6p ET.… https://t.co/AComwaekHj,@FoxNews
Fox News,-0.104,Thu Apr 26 18:59:56 +0000 2018,246,0.866,0.087,0.047,124,"Bill Cosby lashes out in profane rant after being found guilty of drugging, assaulting woman in 2004
https://t.co/6cZE6oRS7A",@FoxNews
Fox News,-0.108,Thu Apr 26 18:51:31 +0000 2018,565,0.864,0.088,0.048,195,"""It is a victory for all sexual assault survivors."" 

Bill Cosby accusers made remarks shortly after the comedian w… https://t.co/0KHFmksUuP",@FoxNews
Fox News,-0.106,Thu Apr 26 18:48:02 +0000 2018,291,0.866,0.087,0.047,89,.@ShepNewsTeam: Bill Cosby's passport has been removed. https://t.co/jn84ydmy9k https://t.co/oiYzo6IkV7,@FoxNews
Fox News,-0.12,Thu Apr 26 18:47:27 +0000 2018,252,0.86,0.093,0.046,99,Bill Cosby exits the courthouse after being found guilty on 3 sexual assault charges. https://t.co/exrFTK5rxq,@FoxNews
Fox News,-0.124,Thu Apr 26 18:46:13 +0000 2018,93,0.858,0.096,0.045,32,Cosby attorney: The fight is not over. https://t.co/jn84ydmy9k https://t.co/Khdkh95GbP,@FoxNews
Fox News,-0.114,Thu Apr 26 18:29:58 +0000 2018,150,0.856,0.096,0.048,41,".@GloriaAllred: ""They took the risks so that their truth could be known, so that their truth could be believed, and… https://t.co/CfDy1lqK85",@FoxNews
Fox News,-0.112,Thu Apr 26 18:28:34 +0000 2018,133,0.858,0.094,0.047,43,".@GloriaAllred: ""It's been a very long journey but this an her-storic result. This was her-story. Not his-story, no… https://t.co/AiT9kNa1YS",@FoxNews
Fox News,-0.119,Thu Apr 26 18:26:48 +0000 2018,132,0.857,0.096,0.047,36,".@GloriaAllred: ""The jury in this second criminal trial found that they believed women."" https://t.co/jn84ydmy9k https://t.co/AHyL7kDED4",@FoxNews
Fox News,-0.117,Thu Apr 26 18:26:06 +0000 2018,125,0.86,0.094,0.046,37,".@GloriaAllred: ""After all is said and done, women were finally believed."" https://t.co/jn84ydmy9k https://t.co/rPhpP8Gx10",@FoxNews
Fox News,-0.101,Thu Apr 26 18:25:33 +0000 2018,106,0.857,0.093,0.05,23,".@GloriaAllred: ""We're very, very happy and proud of this result. Beginning in late 2014, the accusers of Mr. Cosby… https://t.co/AT9B3MESy0",@FoxNews
Fox News,-0.093,Thu Apr 26 18:24:34 +0000 2018,142,0.857,0.091,0.052,58,"Judge in Michael Cohen case allows 'special master' to review seized files, Stormy enters fray- via @brookefoxnews 
https://t.co/ZhSQOh6Ic8",@FoxNews
Fox News,-0.104,Thu Apr 26 18:23:14 +0000 2018,211,0.855,0.094,0.051,87,News conference outside courtroom where Bill Cosby has been found guilty on all 3 counts of sexual assault charges.… https://t.co/xj47oVTCVs,@FoxNews
Fox News,-0.109,Thu Apr 26 18:22:24 +0000 2018,109,0.855,0.095,0.05,39,"Outside courthouse where Bill Cosby has just been found guilty. For full live coverage, tune in to Fox News Channel… https://t.co/MKQ6gagdzI",@FoxNews
Fox News,-0.107,Thu Apr 26 18:20:27 +0000 2018,158,0.858,0.093,0.049,75,.@kaplanli details Bill Cosby's outburst in the courtroom. https://t.co/jn84ydmy9k https://t.co/t6gdko944Y,@FoxNews
Fox News,-0.117,Thu Apr 26 18:19:12 +0000 2018,658,0.855,0.097,0.048,362,"Bill Cosby, just found guilty, faces up to 30 years in prison. https://t.co/jn84ydmy9k https://t.co/j9sDkPhNpa",@FoxNews
Fox News,-0.121,Thu Apr 26 18:11:54 +0000 2018,230,0.853,0.1,0.048,93,"Bill Cosby, moments after being found guilty. https://t.co/jn84ydmy9k https://t.co/dWxhU6pgWF",@FoxNews
Fox News,-0.126,Thu Apr 26 18:11:05 +0000 2018,169,0.852,0.101,0.047,44,Andrea Constand leaves the courtroom after Bill Cosby found guilty. https://t.co/jn84ydmy9k https://t.co/MHAp2SiFVt,@FoxNews
Fox News,-0.132,Thu Apr 26 18:05:26 +0000 2018,478,0.846,0.105,0.049,142,Cosby guilty: Jury rules comedian sexually assaulted Andrea Constand https://t.co/mrnwbF60br,@FoxNews
Fox News,-0.139,Thu Apr 26 17:55:58 +0000 2018,450,0.841,0.109,0.05,175,Cosby guilty: Jury rules comedian sexually assaulted Andrea Constand https://t.co/jn84ydmy9k https://t.co/8TLK58Y9gn,@FoxNews
Fox News,-0.148,Thu Apr 26 17:53:37 +0000 2018,631,0.837,0.114,0.049,335,BREAKING NEWS: Bill Cosby found guilty in sexual assault trial.  https://t.co/nDuzWkm0Dt,@FoxNews
Fox News,-0.152,Thu Apr 26 17:50:47 +0000 2018,1909,0.836,0.116,0.049,911,BREAKING NEWS: Bill Cosby found guilty on all 3 counts. https://t.co/tuAQmvVLY8,@FoxNews
Fox News,-0.145,Thu Apr 26 17:49:18 +0000 2018,211,0.836,0.114,0.05,71,"BREAKING NEWS: Jury has reached verdict in Bill Cosby trial - for full live coverage, tune in to Fox News Channel! https://t.co/Pj7ZVYv8r6",@FoxNews
Fox News,-0.14,Thu Apr 26 17:48:51 +0000 2018,900,0.833,0.115,0.052,213,Michigan Restaurant Owner Refuses to Take Down Flags Honoring Fallen Officers https://t.co/voWOs57FQ8,@FoxNews
Fox News,-0.145,Thu Apr 26 17:47:25 +0000 2018,182,0.829,0.117,0.054,99,JUST IN: Jury reaches verdict in Cosby sexual assault trial https://t.co/wJeKC8ImUo,@FoxNews
Fox News,-0.143,Thu Apr 26 17:31:10 +0000 2018,746,0.831,0.115,0.054,191,Mike Pompeo picked as Trump's new secretary of state: What to know about him https://t.co/AfBXeY6sMv,@FoxNews
Fox News,-0.147,Thu Apr 26 17:14:44 +0000 2018,193,0.83,0.116,0.054,82,".@JerryMoran: ""It's difficult to make a decision what the truth is when you have somebody with allegations but no p… https://t.co/TRvIGqNb6N",@FoxNews
Fox News,-0.145,Thu Apr 26 17:07:08 +0000 2018,6676,0.832,0.115,0.053,1244,BREAKING NEWS: Senate confirms Mike Pompeo as secretary of state in 57-42 vote https://t.co/8fRaf4pqGk,@FoxNews
Fox News,-0.143,Thu Apr 26 17:04:47 +0000 2018,359,0.835,0.113,0.052,136,".@SenWarren: ""Mike Pompeo's completely unfit to serve as America's chief diplomat."" https://t.co/zD1Ugp5agM",@FoxNews
Fox News,-0.141,Thu Apr 26 17:00:36 +0000 2018,454,0.837,0.112,0.052,104,"On @foxandfriends, @TomiLahren  called for ""merit-based immigration"" in reaction to a report that a caravan of asyl… https://t.co/GC59zzVcPB",@FoxNews
Fox News,-0.139,Thu Apr 26 16:57:51 +0000 2018,977,0.839,0.11,0.051,240,BREAKING NEWS: Senate has votes to confirm Mike Pompeo. https://t.co/rFYH4i2UVY,@FoxNews
Fox News,-0.137,Thu Apr 26 16:57:18 +0000 2018,0,0.841,0.109,0.05,42,RT @FoxBusiness: State average for regular gas above $3 per gallon: https://t.co/woDjW902UP,@FoxNews
Fox News,-0.136,Thu Apr 26 16:57:16 +0000 2018,0,0.843,0.107,0.05,22,RT @FoxBusiness: Gas national average: https://t.co/0TJh3pRPB4,@FoxNews
Fox News,-0.134,Thu Apr 26 16:57:13 +0000 2018,0,0.845,0.106,0.049,28,RT @FoxBusiness: Can the WWE change Saudi Arabia's views on women?   https://t.co/t4PfIcsI1e,@FoxNews
Fox News,-0.132,Thu Apr 26 16:48:42 +0000 2018,366,0.847,0.105,0.049,183,".@KatiePavlich: ""President Obama's @EPA administrator spent just as much money as travel and other items as… https://t.co/EmEBC5ZblD",@FoxNews
Fox News,-0.131,Thu Apr 26 16:44:41 +0000 2018,200,0.848,0.104,0.048,118,Here come the socialists: 'Comrades' seeking office in 2018 take cue from Sanders https://t.co/bdCwrbtw5V,@FoxNews
Fox News,-0.133,Thu Apr 26 16:35:45 +0000 2018,122,0.848,0.105,0.047,48,Fox News Poll: Likelihood that... Trump will fire Mueller. https://t.co/VfTLzRNykJ,@FoxNews
Fox News,-0.132,Thu Apr 26 16:35:10 +0000 2018,492,0.849,0.104,0.047,127,U.S. Senate holds a vote to confirm Mike Pompeo as secretary of state. https://t.co/ce0eKZdmRi,@FoxNews
Fox News,-0.128,Thu Apr 26 16:29:50 +0000 2018,65,0.85,0.102,0.048,38,Fox News Poll: Important investigations continue into Trump campaign and Russian government? https://t.co/A0BcX82SW2,@FoxNews
Fox News,-0.126,Thu Apr 26 16:27:09 +0000 2018,371,0.851,0.101,0.047,122,".@dagenmcdowell: ""[@Comey's] auditioning for a prime-time gig on @MSNBC for Pete's sake."" #Outnumbered https://t.co/eBN99T5G5t",@FoxNews
Fox News,-0.125,Thu Apr 26 16:20:51 +0000 2018,206,0.853,0.1,0.047,302,"BREAKING NEWS: Explosion at Wisconsin oil refinery results in at least 20 casualties, report says https://t.co/SNrtCvZeEf",@FoxNews
Fox News,-0.119,Thu Apr 26 16:17:14 +0000 2018,1800,0.852,0.099,0.049,362,.@chancetherapper on @realDonaldTrump-@kanyewest friendship: 'Black people don't have to be democrats'… https://t.co/RNZ4F2pJ2Q,@FoxNews
Fox News,-0.117,Thu Apr 26 16:06:08 +0000 2018,552,0.854,0.098,0.048,195,".@CLewandowski_: ""[Dr. Ronny Jackson] is an individual who President Obama gave the highest recommendations for and… https://t.co/bftsdaEdAO",@FoxNews
Fox News,-0.12,Thu Apr 26 16:04:00 +0000 2018,379,0.854,0.098,0.048,105,".@gen_jackkeane: ""@POTUS is right when he talks about previous administrations did not accomplish what they should… https://t.co/KeIA31XqMk",@FoxNews
Fox News,-0.118,Thu Apr 26 16:00:00 +0000 2018,186,0.856,0.097,0.047,70,"MUST SEE: Tune in to @BretBaier's interview with former FBI Director James @Comey, tonight at 6p ET on Fox News Cha… https://t.co/ojLlmrdw46",@FoxNews
Fox News,-0.117,Thu Apr 26 15:59:53 +0000 2018,129,0.857,0.096,0.047,65,MOMENTS AGO: Michael Cohen arrives for hearing on seized documents; @lauraingle reports. https://t.co/hTIfiQFGfq,@FoxNews
Fox News,-0.112,Thu Apr 26 15:49:01 +0000 2018,737,0.856,0.095,0.048,259,BREAKING NEWS: President @realDonaldTrump to visit United Kingdom in July. https://t.co/3q67Zx5IEj,@FoxNews
Fox News,-0.109,Thu Apr 26 15:46:02 +0000 2018,303,0.854,0.096,0.05,128,"Embattled MSNBC star Joy Reid fat-shamed 'chubbed-out shrew' Rosie O'Donnell amid feud with Trump, report says https://t.co/Wa9TS6NOMS",@FoxNews
Fox News,-0.108,Thu Apr 26 15:35:27 +0000 2018,105,0.856,0.095,0.049,35,Speaker Paul Ryan holds his weekly news conference. https://t.co/CxKIMWqeBd,@FoxNews
Fox News,-0.107,Thu Apr 26 15:34:21 +0000 2018,241,0.854,0.096,0.05,88,".@CoryGardner: ""We're going to find out today whether people care more about the politics of sabotage than they do… https://t.co/AKTMUQU50Z",@FoxNews
Fox News,-0.107,Thu Apr 26 15:22:41 +0000 2018,327,0.855,0.096,0.049,112,".@POTUS: ""I think @jontester has to have a big price to pay in Montana."" https://t.co/2gGJB2FofM https://t.co/KiQ1i8HBtR",@FoxNews
Fox News,-0.098,Thu Apr 26 15:20:41 +0000 2018,1316,0.853,0.095,0.052,309,"""My pledge to you, our noble warriors, is that my administration will support you and your loved ones and your amaz… https://t.co/zh7Zk5xovm",@FoxNews
Breitbart News,0.0,Thu Apr 26 22:59:25 +0000 2018,39,1.0,0.0,0.0,39,🤥 https://t.co/VKTZCnzM49,@BreitbartNews
Breitbart News,0.0,Thu Apr 26 22:36:21 +0000 2018,36,1.0,0.0,0.0,20,https://t.co/nRspxS53yy,@BreitbartNews
Breitbart News,-0.255,Thu Apr 26 22:12:09 +0000 2018,91,0.867,0.113,0.02,40,White supremacy has roots in scientific racism and it often relies on pseudoscientific arguments. https://t.co/9imJodxfqC,@BreitbartNews
Breitbart News,-0.191,Thu Apr 26 21:53:23 +0000 2018,487,0.9,0.085,0.015,191,https://t.co/vXOynairkg,@BreitbartNews
Breitbart News,-0.153,Thu Apr 26 21:30:49 +0000 2018,155,0.92,0.068,0.012,96,https://t.co/jMm3YdejRu,@BreitbartNews
Breitbart News,-0.042,Thu Apr 26 21:17:43 +0000 2018,0,0.889,0.057,0.054,9,"RT @BreitbartTech: Canadian Graduate Students Engage in ‘Queer Exploration of Fat Time’
https://t.co/FmC5He8ubB https://t.co/9UyucZcBZm",@BreitbartNews
Breitbart News,-0.036,Thu Apr 26 21:10:15 +0000 2018,37,0.905,0.049,0.046,8,https://t.co/wSRhaShzIO,@BreitbartNews
Breitbart News,-0.032,Thu Apr 26 20:46:41 +0000 2018,482,0.917,0.042,0.04,147,https://t.co/rk5ZjSN0Yv,@BreitbartNews
Breitbart News,-0.028,Thu Apr 26 20:24:40 +0000 2018,28,0.926,0.038,0.036,11,https://t.co/ZwDF3EJqyG,@BreitbartNews
Breitbart News,-0.025,Thu Apr 26 20:01:50 +0000 2018,57,0.934,0.034,0.032,35,https://t.co/GcwUZnH9hl,@BreitbartNews
Breitbart News,-0.023,Thu Apr 26 19:40:18 +0000 2018,115,0.94,0.031,0.029,34,Why though https://t.co/F0xOeHzsk9,@BreitbartNews
Breitbart News,-0.096,Thu Apr 26 19:19:30 +0000 2018,1120,0.906,0.061,0.032,562,".@NolteNC: ""What is Kanye guilty of?

What sin did he commit?

All he is doing is refusing to hate Trump, telling a… https://t.co/jhO32oQG1Z",@BreitbartNews
Breitbart News,-0.089,Thu Apr 26 18:59:11 +0000 2018,297,0.914,0.056,0.03,71,Cory Booker: *downs two tubs of Ben &amp; Jerry's Chubby Hubby in protest* https://t.co/XnFvIVWBT2,@BreitbartNews
Breitbart News,-0.082,Thu Apr 26 18:40:14 +0000 2018,176,0.92,0.052,0.028,68,https://t.co/OIDJmM7GC2,@BreitbartNews
Breitbart News,-0.077,Thu Apr 26 18:03:55 +0000 2018,187,0.925,0.049,0.026,108,https://t.co/rJBKrVKL44,@BreitbartNews
Breitbart News,-0.072,Thu Apr 26 17:41:14 +0000 2018,115,0.93,0.046,0.024,57,https://t.co/8KNEMq1SRu,@BreitbartNews
Breitbart News,-0.068,Thu Apr 26 17:21:20 +0000 2018,835,0.934,0.043,0.023,309,https://t.co/HlwX1Q2FTi,@BreitbartNews
Breitbart News,-0.052,Thu Apr 26 17:00:26 +0000 2018,157,0.911,0.041,0.049,114,Okay then. https://t.co/9DuQxt7FfF,@BreitbartNews
Breitbart News,-0.028,Thu Apr 26 15:35:19 +0000 2018,0,0.908,0.039,0.053,147,RT @SiriusXMPatriot: AZ Senate Candidate .@kelliwardaz congratulates .@DebbieLesko on her special election victory and tells why the @GOP n…,@BreitbartNews
Breitbart News,-0.016,Thu Apr 26 15:35:06 +0000 2018,0,0.909,0.037,0.055,37,RT @SiriusXMPatriot: .@SebGorka on the chances the President will remain in the Iran Nuclear Deal on .@BreitbartNews Daily on .@SiriusXMPat…,@BreitbartNews
Breitbart News,-0.015,Thu Apr 26 15:17:20 +0000 2018,77,0.913,0.035,0.052,56,https://t.co/kmrxppt0jY,@BreitbartNews
Breitbart News,-0.015,Thu Apr 26 15:16:41 +0000 2018,0,0.917,0.033,0.05,25,RT @BreitbartVideo: AG Jeff Sessions: ‘I Do Have Confidence’ in Rod Rosenstein  https://t.co/XNi4imP63v by @pamkeyNEN,@BreitbartNews
Breitbart News,-0.027,Thu Apr 26 15:02:53 +0000 2018,0,0.915,0.038,0.048,22,"RT @BreitbartNews: @JohnWesleyShipp @JoyAnnReid Hi, '90s Flash. Outing as a political weapon: yea or nay? https://t.co/rp8XxaaKYT",@BreitbartNews
Breitbart News,-0.038,Thu Apr 26 15:01:29 +0000 2018,52,0.912,0.043,0.046,22,"@JohnWesleyShipp @JoyAnnReid Hi, '90s Flash. Outing as a political weapon: yea or nay? https://t.co/rp8XxaaKYT",@BreitbartNews
Breitbart News,-0.037,Thu Apr 26 14:58:16 +0000 2018,156,0.915,0.041,0.044,37,https://t.co/Fy4qk6bpNM,@BreitbartNews
Breitbart News,-0.035,Thu Apr 26 14:46:00 +0000 2018,20,0.918,0.039,0.042,8,Follow us on Instagram: https://t.co/GAD7Di2ytL,@BreitbartNews
Breitbart News,-0.034,Thu Apr 26 14:22:40 +0000 2018,0,0.922,0.038,0.041,20,RT @jeff_poor: Impeach! https://t.co/s27da87scy,@BreitbartNews
Breitbart News,-0.014,Thu Apr 26 14:08:51 +0000 2018,200,0.918,0.037,0.045,62,Justice Kagan asked about a hypothetical president who might get “elected who is a vehement anti-Semite and says al… https://t.co/rQXtXULU0P,@BreitbartNews
Breitbart News,-0.013,Thu Apr 26 13:46:50 +0000 2018,512,0.921,0.035,0.043,158,https://t.co/LtPoY8jJQT,@BreitbartNews
Breitbart News,-0.013,Thu Apr 26 13:25:45 +0000 2018,225,0.924,0.034,0.042,152,https://t.co/uJuNe4aAom,@BreitbartNews
Breitbart News,-0.001,Thu Apr 26 13:03:54 +0000 2018,126,0.918,0.033,0.049,93,What Not Selling Your Data looks like: https://t.co/bAvI5M42cK,@BreitbartNews
Breitbart News,-0.026,Thu Apr 26 12:43:16 +0000 2018,61,0.907,0.045,0.048,60,They wrote an article about a violent crime. Now they're in court: https://t.co/ZPkkJo7EbV,@BreitbartNews
Breitbart News,-0.025,Thu Apr 26 12:23:51 +0000 2018,134,0.91,0.044,0.046,56,https://t.co/xJthyx9TKb,@BreitbartNews
Breitbart News,-0.025,Thu Apr 26 12:20:59 +0000 2018,0,0.913,0.043,0.045,126,RT @RaheemKassam: https://t.co/EgEhq03AMa,@BreitbartNews
Breitbart News,-0.043,Thu Apr 26 12:18:37 +0000 2018,126,0.892,0.065,0.044,30,Dead https://t.co/AP4L3MTfSl,@BreitbartNews
Breitbart News,-0.041,Thu Apr 26 12:03:55 +0000 2018,461,0.895,0.063,0.042,256,".@AnnCoulter: ""This week, we’ll cover one of the little-noticed ways mass Third World immigration is making our cou… https://t.co/ghAq3aiP0j",@BreitbartNews
Breitbart News,-0.04,Thu Apr 26 12:00:54 +0000 2018,119,0.898,0.061,0.041,77,Hmmmmm  @JamesDelingpole https://t.co/0wgx610fSg,@BreitbartNews
Breitbart News,-0.028,Thu Apr 26 11:42:19 +0000 2018,1674,0.898,0.06,0.043,670,"""In order for her claims to be true, which they are not, the secret hacking plot must have begun at least 12 years… https://t.co/GwnwS9hFyp",@BreitbartNews
Breitbart News,-0.027,Thu Apr 26 11:23:00 +0000 2018,313,0.9,0.058,0.042,91,".@carney: ""West’s shoes *are* a billion business. And they may be *much* bigger than that."" https://t.co/6WpQENxOuu",@BreitbartNews
Breitbart News,-0.046,Thu Apr 26 11:01:19 +0000 2018,338,0.893,0.065,0.042,147,White supremacy has roots in scientific racism and it often relies on pseudoscientific arguments. https://t.co/kf2KRoYTFU,@BreitbartNews
Breitbart News,-0.045,Thu Apr 26 03:41:33 +0000 2018,334,0.895,0.063,0.041,94,https://t.co/wbqGD8Ep4F,@BreitbartNews
Breitbart News,-0.044,Thu Apr 26 03:18:52 +0000 2018,300,0.898,0.062,0.04,145,Principled. https://t.co/pJ1s34k9uS,@BreitbartNews
Breitbart News,-0.043,Thu Apr 26 02:57:08 +0000 2018,233,0.9,0.06,0.039,106,https://t.co/wNHLrXPhlK,@BreitbartNews
Breitbart News,-0.042,Thu Apr 26 02:34:29 +0000 2018,57,0.902,0.059,0.038,18,https://t.co/GNEoKxWmJe,@BreitbartNews
Breitbart News,-0.041,Thu Apr 26 02:12:14 +0000 2018,83,0.905,0.058,0.038,54,🤨 https://t.co/7qPD3poY5x,@BreitbartNews
Breitbart News,-0.04,Thu Apr 26 01:53:04 +0000 2018,64,0.907,0.057,0.037,34,https://t.co/A8vUx1BltM,@BreitbartNews
Breitbart News,-0.039,Thu Apr 26 01:33:47 +0000 2018,68,0.909,0.055,0.036,26,https://t.co/KShU2d8nqb,@BreitbartNews
Breitbart News,-0.038,Thu Apr 26 01:13:27 +0000 2018,416,0.911,0.054,0.035,115,https://t.co/QdVi9WSFiv,@BreitbartNews
Breitbart News,-0.037,Thu Apr 26 00:52:45 +0000 2018,45,0.912,0.053,0.035,29,https://t.co/n1noHKYbXw,@BreitbartNews
Breitbart News,-0.045,Thu Apr 26 00:38:00 +0000 2018,122,0.911,0.055,0.034,45,Do you have #DragonEnergy? @SonnieJohnson &amp; @courrielche will explain how @kanyewest broke the internet with a… https://t.co/ilfdjONyjC,@BreitbartNews
Breitbart News,-0.044,Thu Apr 26 00:31:58 +0000 2018,182,0.913,0.054,0.033,78,Whoa. https://t.co/wgaKuSITGZ,@BreitbartNews
Breitbart News,-0.043,Thu Apr 26 00:10:41 +0000 2018,139,0.915,0.053,0.033,74,https://t.co/8J5sfXd0Ya,@BreitbartNews
Breitbart News,-0.043,Wed Apr 25 23:51:27 +0000 2018,68,0.916,0.052,0.032,78,https://t.co/rLStohBdap,@BreitbartNews
